song,artist,play_count,song_length,album,genre,track_year
Man In the Mirror,Michael Jackson,8,320.969,The Essential Michael Jackson,Pop,1987
Neon Lights,Demi Lovato,8,233.244,Demi,Pop,2013
Spotlight,Shakira,8,203.337,Shakira. (Expanded Edition),Pop,2014
Loca por Ti,Shakira,8,221.797,Shakira. (Expanded Edition),Pop,2014
Fall for You,Secondhand Serenade,8,185.666,A Twist In My Story (Bonus Track Version),Alternative,2008
Move Your Body,Sia,8,247.274,This Is Acting,Pop,2016
Eye of the Needle,Sia,8,248.801,1000 Forms of Fear,Pop,2014
#Beautiful (feat. Miguel),Mariah Carey,8,201.549,Me. I Am Mariah…The Elusive Chanteuse (Deluxe Version),Pop,2013
Winter Wonderland,Tony Bennett & Lady Gaga,8,149.373,Winter Wonderland - Single,Jazz,2014
Hold Up,Beyoncé,8,221.146,Lemonade,Pop,2016
I Gotta Feeling,Black Eyed Peas,8,289.181,The E.N.D. (The Energy Never Dies) [Deluxe],Pop,2009
My Immortal,Evanescence,8,262.594,Fallen,Alternative,2003
Be Kind,Marshmello & Halsey,8,172.826,Be Kind - Single,Dance,2020
Salt,Ava Max,8,180.349,Heaven & Hell,Pop,2019
Call Me Tonight,Ava Max,8,171.014,Heaven & Hell,Pop,2020
Coulda Woulda Shoulda,Dagny,8,185.504,Strangers / Lovers,Pop,2020
Paris,Dagny,8,175.496,Strangers / Lovers,Pop,2020
Bye Bye Baby,Dagny,8,166.417,Strangers / Lovers,Pop,2020
Santa Tell Me,Ariana Grande,8,204.149,Santa Tell Me - Single,Holiday,2013
Feliz Navidad,José Feliciano,8,181.858,Feliz Navidad,Holiday,1970
You Belong With Me (Taylor’s Version),Taylor Swift,8,231.192,Fearless (Taylor's Version),Country,2021
Close to You,Rihanna,8,238.004,ANTI (Deluxe),Pop,2016
Say It Right,Nelly Furtado,8,223.143,Loose,Pop,2006
Your Power,Billie Eilish,8,246.03,Happier Than Ever,Alternative,2021
Lost Cause,Billie Eilish,8,212.56,Happier Than Ever,Alternative,2021
I'll Call You Mine,girl in red,8,202.013,if i could make it go quiet,Alternative,2021
Video Phone (Extended Remix) [feat. Lady Gaga],Beyoncé,8,304.761,I Am . . . Sasha Fierce (The Bonus Tracks) - EP,Pop,2008
Lost Cause,Aly & AJ,8,195.674,a touch of the beat gets you up on your feet gets you out and then into the sun,Alternative,2021
Symptom of Your Touch,Aly & AJ,8,195.07,a touch of the beat gets you up on your feet gets you out and then into the sun,Alternative,2021
Ain't Shit,Doja Cat,8,174.312,Planet Her,Pop,2021
Dive to the Deep,Natalie Imbruglia,8,234.389,Firebird,Rock,2021
Firebird,Natalie Imbruglia,8,295.21,Firebird,Rock,2021
What It Feels Like,Natalie Imbruglia,8,234.005,Firebird,Rock,2021
Lonely,Imagine Dragons,8,159.915,Mercury - Act 1,Alternative,2021
In The Car Outside,The Killers,8,288.507,Pressure Machine,Rock,2021
keep lookin’ up,Kacey Musgraves,8,166.378,star-crossed,Country,2021
Let's Get Married,Bleachers,8,186.107,Gone Now,Alternative,2017
Happy Loner,MARINA,8,193.706,Ancient Dreams In A Modern Land,Pop,2021
Celebrity Skin,Doja Cat,8,159.706,Celebrity Skin - Single,Alternative,2022
Runner’s High,MUNA,8,223.365,MUNA,Alternative,2022
Make Up,Avril Lavigne,8,194.838,Let Go (20th Anniversary Edition),Rock,2022
SKIN OF MY TEETH,Demi Lovato,8,162.564,HOLY FVCK,Pop,2022
good 4 u,Olivia Rodrigo,8,178.213,SOUR,Pop,2021
traitor,Olivia Rodrigo,8,229.297,SOUR,Pop,2021
Maybe You’re The Problem,Ava Max,8,190.397,Diamonds & Dancefloors,Pop,2022
Navy Blue,MUNA,8,238.91,Saves the World,Alternative,2019
I Will Always Love You,Whitney Houston,8,270.814,I Will Always Love You: The Best Of Whitney Houston,Pop,1992
Making The Most Of The Night,Carly Rae Jepsen,8,238.561,Emotion (Deluxe Expanded Edition),Pop,2015
Starlight,Taylor Swift,8,220.659,Red (Deluxe Edition),Country,2012
Heat,Kelly Clarkson,8,190.078,Meaning of Life,Pop,2017
U + Ur Hand,P!nk,8,214.436,I'm Not Dead (Bonus Tracks),Pop,2006
Someone To Stay,Vancouver Sleep Clinic,8,254.072,Someone To Stay - Single,Alternative,2017
All-American Boy,Steve Grand,8,297.47,All American Boy,Pop,2015
Wide Awake,Katy Perry,8,221.007,Teenage Dream: The Complete Confection,Pop,2012
Letterbomb,Green Day,8,246.506,American Idiot,Alternative,2004
If I Can't Have You,Kelly Clarkson,8,219.266,All I Ever Wanted,Pop,2009
Smile,Avril Lavigne,8,209.583,Goodbye Lullaby (Expanded Edition),Pop,2011
The Story of Us,Taylor Swift,8,265.729,Speak Now,Country,2010
Kiss N Tell,Kesha,8,207.679,Animal (Expanded Edition),Pop,2010
Can't Remember to Forget You (feat. Rihanna),Shakira,8,206.936,Shakira. (Expanded Edition),Pop,2014
If Everyone Cared,Nickelback,8,218.081,All the Right Reasons,Rock,2005
Alive,Sia,8,263.573,This Is Acting,Pop,2015
After Midnight,blink-182,8,205.821,Neighborhoods (Deluxe),Rock,2011
Look At Her Now,Selena Gomez,8,162.655,Rare (Deluxe),Pop,2019
Blue (Da Ba Dee) [Gabry Ponte Video Edit],Eiffel 65,8,219.683,Blue (Da Ba Dee),Dance,1998
Screwed (feat. Zoë Kravitz),Janelle Monáe,8,302.556,Dirty Computer,R&B/Soul,2018
Zombie (Live from the NIVA Save Our Stages Festival),Miley Cyrus,8,290.829,Plastic Hearts,Pop,2020
Oh Santa! (feat. Ariana Grande & Jennifer Hudson),Mariah Carey,8,200.527,Mariah Carey's Magical Christmas Special (Apple TV+ Original Soundtrack),Holiday,2020
Kiss,Prince & The Revolution,8,226.301,The Very Best of Prince,R&B/Soul,1986
Halley's Comet,Billie Eilish,8,234.83,Happier Than Ever,Alternative,2021
my future,Billie Eilish,8,210.07,Happier Than Ever,Alternative,2020
Pretty Places,Aly & AJ,8,319.46,a touch of the beat gets you up on your feet gets you out and then into the sun,Alternative,2021
Nothing Missing,Natalie Imbruglia,8,194.538,Firebird,Rock,2021
Mood Ring,Lorde,8,225.919,Solar Power,Alternative,2021
Giants,Imagine Dragons,8,210.475,Mercury - Act 1,Alternative,2021
Follow You,Imagine Dragons,8,175.705,Mercury - Act 1,Alternative,2021
No Time For Toxic People,Imagine Dragons,8,207.958,Mercury - Act 1,Alternative,2021
Ronan (Taylor's Version),Taylor Swift,8,264.341,Red (Taylor’s Version) (+ A Message From Taylor),Pop,2021
Baby,Charli XCX,8,159.985,CRASH,Pop,2022
I Didn't Change My Number,Billie Eilish,7,158.556,Happier Than Ever,Alternative,2021
Been Like This,Doja Cat,7,177.423,Planet Her,Pop,2021
River,Natalie Imbruglia,7,244.287,Firebird,Rock,2021
Hands Off,MUNA,7,219.8,Saves the World,Alternative,2019
"Yeah, I Like You",The Goo Goo Dolls,7,264.53,Chaos In Bloom,Pop,2022
Walk Me Home,P!nk,7,179.304,Hurts 2B Human,Pop,2019
Secrets,P!nk,7,210.14,Beautiful Trauma,Pop,2017
Barbies,P!nk,7,223.91,Beautiful Trauma,Pop,2017
Love Me Insane,Avril Lavigne,7,180.79,Head Above Water,Pop,2019
Head Above Water,Avril Lavigne,7,220.914,Head Above Water - Single,Pop,2018
He Won't Go,Adele,7,278.105,21,Pop,2011
Style,Taylor Swift,7,231.061,1989 (Deluxe Edition),Pop,2014
I Knew You Were Trouble,Taylor Swift,7,219.776,Red (Deluxe Edition),Country,2012
Easy,Camila Cabello,7,194.745,Romance,Pop,2019
Hey Stephen,Taylor Swift,7,254.374,Fearless,Country,2008
The Outside,Taylor Swift,7,207.168,Taylor Swift (Bonus Track Version),Country,2006
Stay Beautiful,Taylor Swift,7,236.123,Taylor Swift (Bonus Track Version),Country,2006
Call Me Maybe,Carly Rae Jepsen,7,193.468,Kiss (Deluxe Version),Pop,2011
Cross You Out (feat. Sky Ferreira),Charli XCX,7,208.445,Charli,Pop,2019
Angry,Matchbox Twenty,7,225.071,Mad Season (Deluxe Version),Pop,2000
She's So Mean,Matchbox Twenty,7,230.667,North (Deluxe Version),Pop,2012
Would You Call That Love,Kelly Clarkson,7,178.259,Meaning of Life,Pop,2017
I Don't Think About You,Kelly Clarkson,7,224.281,Meaning of Life,Pop,2017
Let Me Down,Kelly Clarkson,7,204.405,Stronger (Deluxe Version),Pop,2011
Pretty Please,Dua Lipa,7,194.676,Future Nostalgia,Pop,2020
Respect (feat. Scratch),P!nk,7,202.361,M!ssundaztood,Pop,2001
Misery (with Steven Tyler),P!nk,7,271.719,M!ssundaztood,Pop,2001
Today Was a Fairytale,Taylor Swift,7,242.532,Today Was a Fairytale - Single,Country,2011
Barbie Tingz,Nicki Minaj,7,191.774,Barbie Tingz - Single,Hip-Hop/Rap,2018
Hot n Cold,Katy Perry,7,220.287,One of the Boys,Pop,2008
I'm Still Breathing,Katy Perry,7,228.762,One of the Boys,Pop,2008
Jesus of Suburbia,Green Day,7,549.012,American Idiot,Alternative,2004
My Life Would Suck Without You,Kelly Clarkson,7,211.556,All I Ever Wanted,Pop,2009
Heartbeat Song,Kelly Clarkson,7,198.809,Piece by Piece (Deluxe Version),Pop,2015
Catch My Breath,Kelly Clarkson,7,250.45,Greatest Hits - Chapter One,Pop,2012
Godzilla,Kesha,7,128.615,Rainbow,Pop,2017
Finding You,Kesha,7,172.849,Rainbow,Pop,2017
Friends,Dido,7,203.987,Still on My Mind (Deluxe Edition),Pop,2019
Summerboy,Lady Gaga,7,253.863,The Fame,Pop,2008
Disco Heaven,Lady Gaga,7,221.309,The Fame,Pop,2008
Till the World Ends,Britney Spears,7,238.004,Femme Fatale (Deluxe Version),Pop,2011
Heaven,Bryan Adams,7,243.809,Reckless,Rock,1984
All out of Love,Air Supply,7,241.441,Ultimate Air Supply,Pop,1979
Without the Love,Demi Lovato,7,235.775,Demi,Pop,2013
Two Pieces,Demi Lovato,7,265.404,Demi,Pop,2013
Work,Iggy Azalea,7,223.259,The New Classic (Deluxe Version),Hip-Hop/Rap,2013
Hostage,Sia,7,176.053,1000 Forms of Fear,Pop,2014
Confetti,Sia,7,246.224,This Is Acting (Deluxe Version),Pop,2016
Waiting for the End,LINKIN PARK,7,231.743,A Thousand Suns (Deluxe Edition),Hard Rock,2010
Witch Doctor (Radio Mix),Cartoons,7,186.618,More Toonage,Pop,1998
I'll Be Alright Without You,Journey,7,273.879,The Essential Journey,Rock,1986
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,7,214.529,7/27 (Deluxe),Pop,2016
Nothing's Gonna Stop Us Now,Starship,7,270.396,No Protection,Rock,1987
Smash into You,Beyoncé,7,271.673,I Am... Sasha Fierce (Deluxe Version),Pop,2008
Tell Me That You Love Me (feat. Victoria Justice & Leon Thomas III),Victorious Cast,7,161.401,Victorious (Music from the Hit TV Show) [feat. Victoria Justice],Pop,2011
Start of Something Good,Daughtry,7,264.916,Break the Spell (Expanded Edition),Rock,2011
Take You To Hell,Ava Max,7,164.606,Heaven & Hell,Pop,2020
Jane’s Dream,Janelle Monáe,7,18.692,Dirty Computer,R&B/Soul,2018
Django Jane,Janelle Monáe,7,190.357,Dirty Computer,R&B/Soul,2018
It's Only a Heartbreak,Dagny,7,160.194,Strangers / Lovers,Pop,2020
You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,7,157.872,You Make It Feel Like Christmas (Deluxe Edition),Christmas,2017
"My Heart Will Go On (Love Theme from Titanic"")""",Céline Dion,7,281.309,My Love - Essential Collection,Pop,1997
C'est La Vie,The Killers,7,185.202,Imploding the Mirage,Alternative,2021
Forever & Always (Piano Version) [Taylor’s Version],Taylor Swift,7,267.913,Fearless (Taylor's Version),Country,2021
Unfaithful,Rihanna,7,228.6,A Girl Like Me,Pop,2006
Semi-Charmed Life,Third Eye Blind,7,268.701,A Collection (Remastered),Alternative,1997
Getting Older,Billie Eilish,7,244.285,Happier Than Ever,Alternative,2021
GOLDWING,Billie Eilish,7,151.605,Happier Than Ever,Alternative,2021
Billie Bossa Nova,Billie Eilish,7,196.822,Happier Than Ever,Alternative,2021
Don't Need Nothing,Aly & AJ,7,203.128,a touch of the beat gets you up on your feet gets you out and then into the sun,Alternative,2021
Options (feat. JID),Doja Cat,7,159.219,Planet Her,Pop,2021
Need To Know,Doja Cat,7,210.628,Planet Her,Pop,2021
Human Touch,Natalie Imbruglia,7,256.702,Firebird,Rock,2021
When You Love Too Much,Natalie Imbruglia,7,187.989,Firebird,Rock,2021
Cutthroat,Imagine Dragons,7,169.807,Mercury - Act 1,Alternative,2021
Private Show,Britney Spears,7,235.334,Glory (Deluxe),Pop,2016
91,Bleachers,7,179.819,Take the Sadness Out of Saturday Night,Alternative,2021
Nothing Is U,Bleachers,7,151.695,Gone Now,Alternative,2017
All My Heroes,Bleachers,7,183.902,Gone Now,Alternative,2017
Butterflies,Kacey Musgraves,7,219.202,Golden Hour,Country,2018
Wake Me Up (When This Nightmare's Over),Simple Plan,7,216.526,Harder Than It Looks,Alternative,2022
happier,Olivia Rodrigo,7,175.984,SOUR,Pop,2021
"1 step forward, 3 steps back",Olivia Rodrigo,7,163.654,SOUR,Pop,2021
"jealousy, jealousy",Olivia Rodrigo,7,173.221,SOUR,Pop,2021
the light is coming (feat. Nicki Minaj),Ariana Grande,7,228.453,Sweetener,Pop,2018
Dangerous Woman,Ariana Grande,7,236.034,Dangerous Woman,Pop,2016
Rumour Has It,Adele,7,223.329,21,Pop,2011
Blank Space,Taylor Swift,7,231.897,1989 (Deluxe Edition),Pop,2014
Guitar String / Wedding Ring,Carly Rae Jepsen,7,206.796,Kiss (Deluxe Version),Pop,2012
It's All Your Fault,P!nk,7,232.083,Funhouse (Deluxe Version),Pop,2008
Slut Like You,P!nk,7,222.029,The Truth About Love,Pop,2012
Happier,Marshmello & Bastille,7,214.343,Happier - Single,Dance,2018
Do You Miss Me at All,Bridgit Mendler,7,210.698,Nemesis - EP,Pop,2016
Last Chance (feat. Natasha Bedingfield),Nicki Minaj,7,231.201,Pink Friday (Deluxe Edition),Hip-Hop/Rap,2010
Right Thru Me,Nicki Minaj,7,235.821,Pink Friday (Deluxe Version),Hip-Hop/Rap,2010
Right By My Side (feat. Chris Brown),Nicki Minaj,7,265.38,Pink Friday ... Roman Reloaded (Deluxe Edition),Hip-Hop/Rap,2012
Unconditionally,Katy Perry,7,228.948,PRISM (Deluxe Version),Pop,2013
One of the Boys,Katy Perry,7,247.71,One of the Boys,Pop,2008
Gone,Kelly Clarkson,7,205.96,Breakaway,Pop,2004
Unwanted,Avril Lavigne,7,224.408,Let Go (20th Anniversary Edition),Pop,2022
He Wasn't,Avril Lavigne,7,179.42,Under My Skin,Pop,2004
You Don't Need a God,Dido,7,211.696,Still on My Mind (Deluxe Edition),Pop,2019
"Nandito Lang Ako (Main Theme From Captain Barbell"")""",Shamrock,7,246.294,Are You Serious?,Pop,2006
Freedom,Nicki Minaj,7,287.509,Pink Friday: Roman Reloaded the Re-Up,Hip-Hop/Rap,2012
I Can't Lie,Maroon 5,7,211.255,Hands All Over (Deluxe Edition),Pop,2010
Just Dance (feat. Colby O'Donis),Lady Gaga,7,242.08,The Fame,Pop,2008
Where Do Broken Hearts Go,Whitney Houston,7,276.735,Whitney,R&B/Soul,1987
Love Song,Sara Bareilles,7,258.554,Little Voice,Singer/Songwriter,2007
Cool for the Summer,Demi Lovato,7,214.807,Confident (Deluxe Edition),Pop,2015
Medicine (feat. Blake Shelton),Shakira,7,198.159,Shakira. (Expanded Edition),Pop,2014
Zombie,The Cranberries,7,306.689,Stars: The Best of the Cranberries 1992-2002,Rock,1994
Beside You,5 Seconds of Summer,7,220.334,5 Seconds of Summer (Bonus Track Version),Pop,2014
Close Enough,John Cougar,7,220.194,American Fool,Rock,1982
Dreaming Of You,Selena,7,314.932,Dreaming Of You,Pop Latino,1995
Womanizer,Britney Spears,7,224.095,Circus (Deluxe Version),Pop,2008
Naked,Ava Max,7,222.145,Heaven & Hell,Pop,2020
Story of My Life,Social Distortion,7,346.395,Social Distortion,Rock,1990
Bad at Love (Interlude),Dagny,7,96.293,Strangers / Lovers,Pop,2020
1000 Doves (Piano Demo),Lady Gaga,7,168.773,Chromatica,Pop,2020
Wild Hearts Can't Be Broken,P!nk,6,201.108,Beautiful Trauma,Pop,2017
My Own Dance,Kesha,6,161.239,High Road,Pop,2019
Homemade Dynamite,Lorde,6,189.846,Melodrama,Alternative,2017
Whole Lotta Woman,Kelly Clarkson,6,173.453,Meaning of Life,Pop,2017
Walk of Shame,P!nk,6,163.747,The Truth About Love,Pop,2012
Long Way To Happy,P!nk,6,229.993,I'm Not Dead (Bonus Tracks),Pop,2006
Dear Mr. President (feat. Indigo Girls),P!nk,6,273.693,I'm Not Dead (Bonus Tracks),Pop,2006
God Is a DJ,P!nk,6,225.465,Try This,Pop,2003
M!Ssundaztood,P!nk,6,216.595,M!ssundaztood,Pop,2001
Hurricanes,Dido,6,317.347,Still on My Mind (Deluxe Edition),Pop,2019
In My Blood,Shawn Mendes,6,211.431,Shawn Mendes,Pop,2018
Amazing,Matt Cardle,6,239.653,Letters (Deluxe Edition),Pop,2011
Your Love,Nicki Minaj,6,245.318,Pink Friday (Deluxe Version),Hip-Hop/Rap,2010
Marilyn Monroe,Nicki Minaj,6,196.487,Pink Friday ... Roman Reloaded (Deluxe Edition),Hip-Hop/Rap,2012
E.T.,Katy Perry,6,206.425,Teenage Dream,Pop,2010
Still Breathing,Green Day,6,224.682,Revolution Radio,Alternative,2016
What I've Done,LINKIN PARK,6,205.567,Minutes to Midnight (Deluxe Edition),Hard Rock,2007
Bleed It Out,LINKIN PARK,6,164.513,Minutes to Midnight (Deluxe Edition),Hard Rock,2007
This'll Be My Year,Train,6,210.117,California 37,Pop,2012
Whyyawannabringmedown,Kelly Clarkson,6,163.004,All I Ever Wanted,Pop,2009
If No One Will Listen,Kelly Clarkson,6,245.945,All I Ever Wanted,Pop,2009
Second Wind,Kelly Clarkson,6,195.906,Piece by Piece (Deluxe Version),Pop,2015
New Romantics,Taylor Swift,6,230.527,1989 (Deluxe Edition),Pop,2014
Woman (feat. The Dap-Kings Horns),Kesha,6,196.347,Rainbow,Pop,2017
Hate That I Love You (feat. Ne-Yo),Rihanna,6,219.01,Good Girl Gone Bad: Reloaded,R&B/Soul,2007
Show 'Em (What You're Made Of),Backstreet Boys,6,225.001,In a World Like This,Pop,2013
Centerfold,The J. Geils Band,6,221.621,Classic Rock,Rock,1981
Not Over You,Gavin DeGraw,6,218.569,Sweeter,Pop,2011
Make Me Feel,John Cougar,6,247.385,Nothin' Matters and What If It Did (Bonus Track Edition),Pop,1980
Dilemma (feat. Kelly Rowland),Nelly,6,289.227,Nellyville,Hip-Hop/Rap,2002
Write On Me,Fifth Harmony,6,219.637,7/27 (Deluxe),Pop,2016
One,Metallica,6,446.194,...And Justice for All (Deluxe Box Set),Metal,1988
All the Right Moves,OneRepublic,6,238.05,Waking Up (Deluxe Version),Pop,2009
No Surprise,Daughtry,6,269.746,Leave This Town (Bonus Track Version),Rock,2009
Closer,Lacuna Coil,6,181.765,Karmacode,Hard Rock,2006
We Made You,Eminem,6,269.676,Relapse: Refill,Hip-Hop/Rap,2009
So Afraid,Janelle Monáe,6,243.879,Dirty Computer,R&B/Soul,2018
Let Me Cry,Dagny,6,199.459,Strangers / Lovers,Pop,2020
Edge of Midnight (Midnight Sky Remix) [feat. Stevie Nicks],Miley Cyrus,6,220.705,Plastic Hearts,Pop,2020
We Out Here (Bonus Track),Rina Sawayama,6,177.098,SAWAYAMA (Deluxe Edition),Alternative,2020
The Waiting,Tom Petty & The Heartbreakers,6,239.42,Greatest Hits,Rock,1981
Familiar Taste of Poison,Halestorm,6,244.134,Halestorm (Bonus Track Version),Hard Rock,2009
We Rock,Cast of Camp Rock,6,190.984,Camp Rock (Music from the Disney Channel Original Movie),Soundtrack,2008
Give Me All Your Luvin' (feat. Nicki Minaj & M.I.A.),Madonna,6,202.826,MDNA (Deluxe Version),Pop,2012
Ashes,Meghan Trainor,6,197.834,TREAT MYSELF (DELUXE),Pop,2020
Male Fantasy,Billie Eilish,6,194.979,Happier Than Ever,Alternative,2021
Stoned at the Nail Salon,Lorde,6,266.507,Solar Power,Alternative,2021
Dull Knives,Imagine Dragons,6,213.77,Mercury - Act 1,Alternative,2021
One Day,Imagine Dragons,6,151.419,Mercury - Act 1,Alternative,2021
the bones of us,Switchfoot,6,242.602,interrobang,Alternative,2021
Desperate Things,The Killers,6,321.108,Pressure Machine,Rock,2021
Big Life,Bleachers,6,150.559,Take the Sadness Out of Saturday Night,Alternative,2021
What'd I Do With All This Faith?,Bleachers,6,198.318,Take the Sadness Out of Saturday Night,Alternative,2021
When You Danced With Me,ABBA,6,170.411,Voyage,Pop,2021
I'm Ready To Move On / Mickey Mantle Reprise,Bleachers,6,263.894,Gone Now,Alternative,2017
Goodbye,Bleachers,6,177.47,Gone Now,Alternative,2017
Everybody Lost Somebody,Bleachers,6,235.311,Gone Now,Alternative,2017
2step,Ed Sheeran,6,153.685,=,Pop,2021
"Oh, What a World",Kacey Musgraves,6,241.533,Golden Hour,Country,2018
Free Woman,MARINA,6,219.37,Ancient Dreams In A Modern Land,Pop,2022
Get Over It,Avril Lavigne,6,209.243,Let Go (20th Anniversary Edition),Rock,2022
Breakaway,Avril Lavigne,6,223.839,Let Go (20th Anniversary Edition),Rock,2022
brutal,Olivia Rodrigo,6,143.801,SOUR,Pop,2021
favorite crime,Olivia Rodrigo,6,152.718,SOUR,Pop,2021
Winterbreak,MUNA,6,297.099,About U,Alternative,2016
Stayaway,MUNA,6,212.021,Saves the World,Alternative,2019
Never,MUNA,6,243.925,Saves the World,Alternative,2019
Memento,MUNA,6,121.533,Saves the World,Alternative,2019
For Sure,Carly Rae Jepsen,6,184.97,Dedicated,Pop,2019
Hustle,P!nk,6,175.658,Hurts 2B Human,Pop,2019
End Game (feat. Ed Sheeran & Future),Taylor Swift,6,244.877,reputation,Pop,2017
So It Goes...,Taylor Swift,6,227.973,reputation,Pop,2017
Leave Me Lonely (feat. Macy Gray),Ariana Grande,6,229.738,Dangerous Woman,Pop,2016
Wildest Dreams,Taylor Swift,6,220.496,1989 (Deluxe Edition),Pop,2014
Tiny Little Bows,Carly Rae Jepsen,6,201.618,Kiss (Deluxe Version),Pop,2012
Don't You Pretend,Kelly Clarkson,6,193.886,Meaning of Life,Pop,2017
Didn't I,Kelly Clarkson,6,218.824,Meaning of Life,Pop,2017
Why Don't You Try,Kelly Clarkson,6,287.161,Stronger (Deluxe Version),Pop,2011
Dear Diary,P!nk,6,209.583,M!ssundaztood,Pop,2001
"Hey, Hey Helen",ABBA,6,196.649,ABBA,Pop,1975
"Knowing Me, Knowing You",ABBA,6,241.696,Gold: Greatest Hits,Pop,1992
